Record Type,CDS Code,Federal School ID,Federal Charter District ID,County,District,School,Status,Open Date,Closed Date,Charter Yes/No,Charter Number,Funding Type,Educational Program Type,Entity Type,Low Grade,High Grade,Virtual Instruction Type,Magnet Yes/No,Year Round Yes/No,Public Yes/No,Multilingual Yes/No,Website,Latitude,Longitude,Last Update,Street Address,Street City,Street State,Street Zip,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Phone Extension,Fax Number,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email
School,19647336017412,03061,No Data,Los Angeles,Los Angeles Unified,Haddon Avenue Elementary,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.lausd.net/haddonsteamacademy,34.253965,-118.421304,2/9/2023,10115 Haddon Ave.,Pacoima,CA,91331-3208,10115 Haddon Ave.,Pacoima,CA,91331-3208,(818) 899-0244,No Data,(818) 834-6024,No Data,Victoria Christie,No Data,No Data,victoria.christie@lausd.net
School,19647336017420,03063,No Data,Los Angeles,Los Angeles Unified,Halldale Elementary,Active,7/1/1947,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.halldale-lausd-ca.schoolloop.com,33.833383,-118.301557,2/9/2023,21514 Halldale Ave.,Torrance,CA,90501-3016,21514 Halldale Ave.,Torrance,CA,90501-3016,(310) 328-3100,No Data,(310) 328-7928,No Data,Anne Kim,No Data,No Data,anne.kim@lausd.net
School,19647336017438,03065,No Data,Los Angeles,Los Angeles Unified,Hamlin Charter Academy,Active,7/1/1959,No Data,Y,1472,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.lausd.net/Hamlin_St_EL,34.189061,-118.619795,2/9/2023,22627 Hamlin St.,West Hills,CA,91307-3603,22627 Hamlin St.,West Hills,CA,91307-3603,(818) 348-4741,No Data,(818) 348-3506,No Data,Laura Singer,No Data,No Data,laura.singer@lausd.net
School,19647336017453,03067,No Data,Los Angeles,Los Angeles Unified,Hancock Park Elementary,Active,7/1/1937,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.lausd.k12.ca.us/Hancock_Park_EL,34.069612,-118.361348,2/9/2023,408 South Fairfax Ave.,Los Angeles,CA,90036-3135,408 South Fairfax Ave.,Los Angeles,CA,90036-3135,(323) 935-5272,No Data,(323) 857-1795,No Data,Robin Wynne Davis,No Data,No Data,raw9786@lausd.net
School,19647336017461,03068,No Data,Los Angeles,Los Angeles Unified,Harbor City Elementary,Active,7/1/1916,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.harborcity-lausd-ca.schoolloop.com,33.793783,-118.303626,2/9/2023,1508 West 254th St.,Harbor City,CA,90710-2717,1508 West 254th St.,Harbor City,CA,90710-2717,(310) 326-5075,No Data,(310) 326-8914,No Data,Kimberly Reems,No Data,No Data,ker6750@lausd.net
School,19647336017479,03069,No Data,Los Angeles,Los Angeles Unified,Harding Street Elementary,Active,7/1/1964,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.hardinges-lausd-ca.schoolloop.com,34.305634,-118.417411,2/9/2023,13060 Harding St.,Sylmar,CA,91342-4814,13060 Harding St.,Sylmar,CA,91342-4814,(818) 365-9237,No Data,(818) 365-0759,No Data,Norma Alvarez,No Data,No Data,nxa1602@lausd.net
School,19647330106955,10858,No Data,Los Angeles,Los Angeles Unified,Harmony Elementary,Active,7/6/2004,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.harmonyes.com,34.007579,-118.259859,10/5/2022,899 East 42nd St.,Los Angeles,CA,90011,899 East 42nd St.,Los Angeles,CA,90011,(323) 238-0791,No Data,(323) 238-0793,No Data,Consuelo Monreal-Ramirez,No Data,No Data,cxm0396@lausd.net
School,19647336017487,03071,No Data,Los Angeles,Los Angeles Unified,Harrison Street Elementary,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,N,N,Y,Y,No Data,34.053924,-118.188180,10/5/2022,3529 City Terrace Dr.,Los Angeles,CA,90063-3741,3529 City Terrace Dr.,Los Angeles,CA,90063-3741,(323) 263-9191,No Data,(323) 263-7708,No Data,Iraiz Ynigo,No Data,No Data,iynigo@lausd.net
School,19647330126581,13177,No Data,Los Angeles,Los Angeles Unified,Harry Bridges Span,Active,8/14/2012,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,No Data,33.787786,-118.261408,2/9/2023,1235 Broad Ave.,Wilmington,CA,90744-2619,1235 Broad Ave.,Wilmington,CA,90744-2619,(310) 522-5400,No Data,(310) 835-1575,No Data,Steven Skrumbis,No Data,No Data,sskrumbi@lausd.net
School,19647336017495,03072,No Data,Los Angeles,Los Angeles Unified,Hart Street Elementary,Active,7/1/1958,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.hartstes-lausd-ca.schoolloop.com,34.197352,-118.591505,2/9/2023,21040 Hart St.,Canoga Park,CA,91303-2222,21040 Hart St.,Canoga Park,CA,91303-2222,(818) 340-6222,No Data,(818) 340-8149,No Data,Curtis Johnson,No Data,No Data,cjohn6@lausd.net
School,19647330109314,10879,No Data,Los Angeles,Los Angeles Unified,Harvard Elementary,Active,9/6/2005,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.harvardes-lausd-ca.schoolloop.com,34.076708,-118.304381,11/1/2022,330 North Harvard Blvd.,Los Angeles,CA,90004-4412,330 North Harvard Blvd.,Los Angeles,CA,90004-4412,(323) 953-4540,No Data,(323) 669-2833,No Data,Salvador Rodriguez,No Data,No Data,srodri01@lausd.net
School,19647336017503,03074,No Data,Los Angeles,Los Angeles Unified,Haskell Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,Active,7/1/1956,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,https://haskelles-lausd-ca.schoolloop.com,34.268188,-118.477448,2/9/2023,15850 Tulsa St.,Granada Hills,CA,91344-5525,15850 Tulsa St.,Granada Hills,CA,91344-5525,(818) 366-6431,No Data,(818) 360-4627,No Data,Connie Covert,No Data,No Data,connie.covert@lausd.net
School,19647336017511,03075,No Data,Los Angeles,Los Angeles Unified,Hawaiian Avenue Elementary,Active,7/1/1942,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://hawaiianavenueelementary.org,33.775438,-118.276390,2/9/2023,540 Hawaiian Ave.,Wilmington,CA,90744-4922,540 Hawaiian Ave.,Wilmington,CA,90744-4922,(310) 830-1151,No Data,(310) 835-0028,No Data,Martha Flores,No Data,No Data,martha.flores@lausd.net
School,19647336017529,07521,No Data,Los Angeles,Los Angeles Unified,Haynes Charter For Enriched Studies,Active,7/1/1961,No Data,Y,1470,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,https://haynes-ces-lausd-ca.schoolloop.com/,34.190529,-118.648944,2/9/2023,6624 Lockhurst Dr.,West Hills,CA,91307-3135,6624 Lockhurst Dr.,West Hills,CA,91307-3135,(818) 716-7310,No Data,(818) 716-7249,No Data,Barbara Meade,No Data,No Data,bmeade@lausd.net
School,19647336017537,03077,No Data,Los Angeles,Los Angeles Unified,Hazeltine Avenue Elementary,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.hazeltineave-lausd-ca.schoolloop.com,34.200177,-118.439903,10/5/2022,7150 Hazeltine Ave.,Van Nuys,CA,91405-3244,7150 Hazeltine Ave.,Van Nuys,CA,91405-3244,(818) 781-1040,No Data,(818) 781-8613,No Data,Silvia Roman,No Data,No Data,silvia.j.roman@lausd.net
School,19647330117069,12234,No Data,Los Angeles,Los Angeles Unified,Helen Bernstein High,Active,9/3/2008,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.stemweb.org,34.095068,-118.313579,2/9/2023,1309 North Wilton Pl.,Hollywood,CA,90028-8526,1309 North Wilton Pl.,Hollywood,CA,90028-8526,(323) 817-6400,No Data,(323) 860-9711,No Data,Alejandro Ramirez,No Data,No Data,axr4321@lausd.net
School,19647336017545,03078,No Data,Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.heliotropees-lausd-ca.schoolloop.com,33.985841,-118.176663,2/9/2023,5911 Woodlawn Ave.,Maywood,CA,90270-3525,5911 Woodlawn Ave.,Maywood,CA,90270-3525,(323) 560-1230,No Data,(323) 562-4415,No Data,Gabriela Rodriguez,No Data,No Data,gabriela.rodriguez85@lausd.net
School,19647336061469,03030,No Data,Los Angeles,Los Angeles Unified,Henry T. Gage Middle,Active,7/1/1932,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,Y,N,Y,N,www.gagems.net,33.981215,-118.217358,2/9/2023,2880 East Gage Ave.,Huntington Park,CA,90255-4346,2880 East Gage Ave.,Huntington Park,CA,90255-4346,(323) 826-1500,No Data,(323) 589-6925,No Data,David Manzo,No Data,No Data,david.manzo@lausd.net
School,19647336017552,03080,No Data,Los Angeles,Los Angeles Unified,Herrick Avenue Elementary,Active,7/1/1959,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://herrickes-lausd-ca.schoolloop.com,34.313921,-118.464220,2/9/2023,13350 Herrick Ave.,Sylmar,CA,91342-7601,13350 Herrick Ave.,Sylmar,CA,91342-7601,(818) 367-1864,No Data,(818) 364-9304,No Data,Jose Dorado,No Data,No Data,jld3168@lausd.net
School,19647330112060,11654,No Data,Los Angeles,Los Angeles Unified,Hesby Oaks Leadership Charter,Active,9/5/2006,No Data,Y,1468,Locally funded,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,http://hesbyoaks.com,34.162078,-118.473053,2/9/2023,15530 Hesby St.,Encino,CA,91436-1519,15530 Hesby St.,Encino,CA,91436-1519,(818) 528-7000,No Data,(818) 907-0788,No Data,Movses Tarakhchyan,No Data,No Data,mxt1425@lausd.net
School,19647330100677,10829,0601684,Los Angeles,Los Angeles Unified,High Tech LA,Active,9/4/2003,No Data,Y,0537,Directly funded,Traditional,High Schools (Public),9,12,Primarily Classroom,N,Y,Y,N,http://ht-la.org,34.187307,-118.505888,2/9/2023,17111 Victory Blvd.,Lake Balboa,CA,91406-5455,17111 Victory Blvd.,Lake Balboa,CA,91406-5455,(818) 609-2680,No Data,(818) 881-1754,No Data,Colleen Molina,No Data,No Data,ms.molina@ht-la.org
School,19647330137471,14225,0601787,Los Angeles,Los Angeles Unified,High Tech LA Middle,Active,8/6/2018,No Data,Y,1929,Directly funded,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,N,N,Y,N,www.htla-ms.org,34.169504,-118.451231,2/9/2023,"5435 Vesper Ave., Rm. B50",Van Nuys,CA,91411-3738,17111 Victory Blvd.,Van Nuys,CA,91406,(818) 583-6229,No Data,(818) 230-5381,ms.garber@ht-la.org,Curtis Bruno,No Data,No Data,cbruno@htla-ms.org
School,19647330126474,13101,No Data,Los Angeles,Los Angeles Unified,"Hilda L. Solis Learning Academy School of Technology, Business and Education",Active,8/14/2012,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,https://hsla-lausd-ca.schoolloop.com,34.039104,-118.171388,2/9/2023,319 North Humphreys Ave.,Los Angeles,CA,90022-1422,319 North Humphreys Ave.,Los Angeles,CA,90022-1422,(323) 729-1700,No Data,(323) 264-2002,No Data,Rosalba Gonzalez,No Data,No Data,ruribe@lausd.net
School,19647336017586,03084,No Data,Los Angeles,Los Angeles Unified,Hillcrest Drive Elementary,Active,7/1/1949,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,Y,www.hillcrestdrive.org,34.013001,-118.347478,10/5/2022,4041 Hillcrest Dr.,Los Angeles,CA,90008-2902,4041 Hillcrest Dr.,Los Angeles,CA,90008-2902,(323) 296-6867,No Data,(323) 292-9180,No Data,Lorraine Persons-Johnson,No Data,No Data,lmp0379@lausd.net
School,19647336017081,03008,No Data,Los Angeles,Los Angeles Unified,Hillery T. Broadous Elementary,Active,7/1/1960,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.broadouses-lausd-ca.schoolloop.com,34.282393,-118.407086,2/9/2023,12561 Filmore St.,Pacoima,CA,91331-1255,12561 Filmore St.,Pacoima,CA,91331-1255,(818) 896-5236,No Data,(818) 834-4961,No Data,Victoria Littlejohn,No Data,No Data,victoria.littlejohn@lausd.net
School,19647336017594,03085,No Data,Los Angeles,Los Angeles Unified,Hillside Elementary,Active,7/1/1890 12:00:00 AM,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.hillside-lausd-ca.schoolloop.com,34.085502,-118.212717,2/9/2023,120 East Avenue 35,Los Angeles,CA,90031-1938,120 East Avenue 35,Los Angeles,CA,90031-1938,(323) 222-2665,No Data,(323) 222-6033,No Data,Richard Ycaza,No Data,No Data,richard.ycaza@lausd.net
School,19647336017602,03086,No Data,Los Angeles,Los Angeles Unified,Hobart Boulevard Elementary,Active,7/1/1906,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.lausd.net/hobartes,34.052806,-118.305157,10/5/2022,980 South Hobart Blvd.,Los Angeles,CA,90006-1220,980 South Hobart Blvd.,Los Angeles,CA,90006-1220,(213) 386-8661,No Data,(213) 382-2859,No Data,Kangok Yoon,No Data,No Data,kyoon2@lausd.net
School,19647336058051,03087,No Data,Los Angeles,Los Angeles Unified,Hollenbeck Middle,Active,7/1/1914,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,Y,N,Y,N,https://hollenbeckms-lausd-ca.schoolloop.com,34.036431,-118.211533,2/9/2023,2510 East Sixth St.,Los Angeles,CA,90023-1420,2510 East Sixth St.,Los Angeles,CA,90023-1420,(323) 780-3000,No Data,(323) 269-8137,No Data,Elsa Bolado,No Data,No Data,exb9104@lausd.net
School,19647330109298,10877,No Data,Los Angeles,Los Angeles Unified,Hollywood Elementary,Active,9/6/2005,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.hollywoodprimarycenter.com,34.091051,-118.319096,2/9/2023,1115 Tamarind Ave.,Los Angeles,CA,90038-1905,1115 Tamarind Ave.,Los Angeles,CA,90038-1905,(323) 464-0331,No Data,(323) 464-4206,No Data,Olivia Adams,No Data,No Data,oadams@lausd.net
School,19647331934033,03088,No Data,Los Angeles,Los Angeles Unified,Hollywood Senior High,Active,7/1/1910,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,Y,N,Y,N,www.hollywoodhighschool.net,34.098357,-118.338729,2/9/2023,1521 North Highland Ave.,Los Angeles,CA,90028-7001,1521 North Highland Ave.,Los Angeles,CA,90028-7001,(323) 993-1700,No Data,(323) 957-0238,No Data,Samuel Dovlatian,No Data,No Data,sdovlati@lausd.net
School,19647336017610,03090,No Data,Los Angeles,Los Angeles Unified,Holmes Avenue Elementary,Active,7/1/1907,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,N,N,Y,N,No Data,33.995174,-118.241053,2/9/2023,5108 Holmes Ave.,Los Angeles,CA,90058-1911,5108 Holmes Ave.,Los Angeles,CA,90058-1911,(323) 582-7238,No Data,(323) 582-0723,No Data,Rene Baez,No Data,No Data,rene.baez@lausd.net
School,19647336017628,03091,No Data,Los Angeles,Los Angeles Unified,Hooper Avenue Elementary,Active,7/1/1907,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),1,5,Not Virtual,N,N,Y,Y,www.hooper-lausd-ca.schoolloop.com,33.996004,-118.253752,10/5/2022,1225 East 52nd St.,Los Angeles,CA,90011-4703,1225 East 52nd St.,Los Angeles,CA,90011-4703,(323) 232-3571,No Data,(323) 235-0847,No Data,Lindsay Burt,No Data,No Data,lxb0253@lausd.net
School,19647330109249,10875,No Data,Los Angeles,Los Angeles Unified,Hooper Avenue Primary Center,Active,9/6/2005,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,K,Not Virtual,N,N,Y,Y,No Data,33.995892,-118.252525,10/5/2022,1280 East 52nd St.,Los Angeles,CA,90011-4704,1280 East 52nd St.,Los Angeles,CA,90011-4704,(323) 233-5866,No Data,(323) 233-3188,No Data,Roslyn Simpson,No Data,No Data,roslyn.simpson@lausd.net
School,19647336017636,03092,No Data,Los Angeles,Los Angeles Unified,Hoover Street Elementary,Active,7/1/1904,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.hoover-lausd-ca.schoolloop.com/,34.056775,-118.284904,2/9/2023,2726 Francis Ave.,Los Angeles,CA,90005-1252,2726 Francis Ave.,Los Angeles,CA,90005-1252,(213) 387-3296,No Data,(213) 387-9054,No Data,Rene De Leon,No Data,No Data,rmd6633@lausd.net
School,19647330109421,10886,No Data,Los Angeles,Los Angeles Unified,Hope Street Elementary,Active,9/6/2005,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.hse-lausd-ca.schoolloop.com/,33.969578,-118.209905,2/9/2023,7560 State St.,Huntington Park,CA,90255-6133,7560 State St.,Huntington Park,CA,90255-6133,(323) 586-5700,No Data,(323) 585-6885,No Data,Monica Esparza,No Data,No Data,monica.j.esparza@lausd.net
School,19647330135681,14112,No Data,Los Angeles,Los Angeles Unified,Horace Mann UCLA Community,Active,8/15/2017,No Data,N,No Data,No Data,Traditional,K-12 Schools (Public),6,12,Not Virtual,N,N,Y,N,No Data,33.976593,-118.312259,2/9/2023,7001 South Saint Andrews Pl.,Los Angeles,CA,90047-1833,7001 South Saint Andrews Pl.,Los Angeles,CA,90047-1833,(323) 541-1900,No Data,(323) 758-8203,No Data,Orlando Johnson,No Data,No Data,omj0354@lausd.net
School,19647336017644,03094,No Data,Los Angeles,Los Angeles Unified,Hubbard Street Elementary,Active,7/1/1953,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.hes-lausd-ca.schoolloop.com,34.313728,-118.423323,2/9/2023,13325 Hubbard St.,Sylmar,CA,91342-3224,13325 Hubbard St.,Sylmar,CA,91342-3224,(818) 367-1944,No Data,(818) 362-7495,No Data,Joseph Casas,No Data,No Data,jrc9168@lausd.net
School,19647336057871,02836,No Data,Los Angeles,Los Angeles Unified,Hubert Howe Bancroft Middle,Active,7/1/1929,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,Y,N,Y,N,www.bancroftmiddleschool.org,34.088066,-118.336331,2/9/2023,929 North Las Palmas Ave.,Los Angeles,CA,90038-2421,929 North Las Palmas Ave.,Los Angeles,CA,90038-2421,(323) 993-3400,No Data,(323) 461-8246,No Data,Amy Diaz,No Data,No Data,adiaz35@lausd.net
School,19647330122358,12711,No Data,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,Active,9/13/2010,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,http://haateastla.org,34.041554,-118.175474,2/9/2023,4211 Dozier St.,Los Angeles,CA,90063-3422,4211 Dozier St.,Los Angeles,CA,90063-3422,(323) 265-6830,No Data,(323) 265-6831,No Data,Sonia Herrera,No Data,No Data,sherr1@lausd.net
School,19647330127787,13579,No Data,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,Active,8/12/2013,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Primarily Classroom,N,N,Y,N,No Data,33.804102,-118.307377,2/9/2023,24300 South Western Ave.,Harbor City,CA,90710-1742,24300 South Western Ave.,Harbor City,CA,90710-1742,(310) 257-4300,No Data,(310) 257-4304,No Data,Raymond Vasquez,No Data,No Data,rvasqu2@lausd.net
School,19647336017651,03096,No Data,Los Angeles,Los Angeles Unified,Humphreys Avenue Elementary,Active,7/1/1922,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,Y,www.humphreysavenue.com/,34.029025,-118.171029,11/1/2022,500 South Humphreys Ave.,Los Angeles,CA,90022-2416,500 South Humphreys Ave.,Los Angeles,CA,90022-2416,(323) 263-6958,No Data,(323) 780-2978,No Data,Alma Marmolejo,No Data,No Data,arm2884@lausd.net
School,19647336017669,03097,No Data,Los Angeles,Los Angeles Unified,Huntington Drive Elementary,Active,7/1/1909,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,N,N,Y,Y,www.hdes-lausd-ca.schoolloop.com,34.082564,-118.191384,10/5/2022,4435 North Huntington Dr.,Los Angeles,CA,90032-2641,4435 North Huntington Dr.,Los Angeles,CA,90032-2641,(323) 223-1336,No Data,(323) 223-7931,No Data,Luis Velasco,No Data,No Data,lvelas2@lausd.net
School,19647330111997,11647,No Data,Los Angeles,Los Angeles Unified,Huntington Park Elementary,Active,9/5/2006,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.huntington-lausd-ca.schoolloop.com,33.985283,-118.194931,10/5/2022,6055 Corona Ave.,Huntington Park,CA,90255-3332,6055 Corona Ave.,Huntington Park,CA,90255-3332,(323) 869-5920,No Data,(323) 560-1615,No Data,David Ocampo,No Data,No Data,dcampo@lausd.net
School,19647331934157,03098,No Data,Los Angeles,Los Angeles Unified,Huntington Park Senior High,Active,7/1/1909,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,https://huntingtonparkhs-lausd-ca.schoolloop.com,33.986707,-118.219210,2/9/2023,6020 Miles Ave.,Huntington Park,CA,90255-3109,6020 Miles Ave.,Huntington Park,CA,90255-3109,(323) 826-2300,No Data,(323) 583-0463,No Data,Carlos Garibaldi,No Data,No Data,cgaribal@lausd.net
School,19647330117952,12194,0602263,Los Angeles,Los Angeles Unified,ICEF Innovation Los Angeles Charter,Active,9/3/2008,No Data,Y,1037,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.icefps.org,33.997092,-118.291882,2/9/2023,5029 South Vermont Ave.,Los Angeles,CA,90043-2907,3855 West Slauson Ave.,Los Angeles,CA,90037-2947,(323) 290-6997,No Data,(888) 615-9130,No Data,Leslie McGee,No Data,No Data,lmcgee@icefps.org
School,19647336117048,08030,0601881,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Elementary,Active,9/7/1999,No Data,Y,0190,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.icefps.org,33.994362,-118.331353,2/9/2023,5311 South Crenshaw Blvd.,Los Angeles,CA,90043-1809,3855 West Slauson Ave.,Los Angeles,CA,90043,(323) 290-6960,No Data,(888) 317-2844,No Data,Dwayne Washington,No Data,No Data,dwashington@icefps.org
School,19647330101196,11358,0601731,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory High,Active,9/8/2003,No Data,Y,0543,Directly funded,Traditional,High Schools (Public),9,12,Primarily Classroom,N,N,Y,N,www.icefps.org,33.989720,-118.331079,2/9/2023,5701 South Crenshaw Blvd.,Los Angeles,CA,90043-2409,3855 West Slauson Ave.,Los Angeles,CA,90043,(323) 290-6975,No Data,(888) 881-4924,No Data,Charles Lemle,No Data,No Data,clemle@icefps.org
School,19647336121081,10530,0602300,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Middle,Active,9/3/2002,No Data,Y,0506,Directly funded,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,N,N,Y,N,www.icefps.org,33.994362,-118.331353,2/9/2023,5311 Crenshaw Blvd.,Los Angeles,CA,90043-1809,3855 West Slauson Ave.,Los Angeles,CA,90043,(323) 290-6970,No Data,(888) 676-3462,No Data,Dwayne Washington,No Data,No Data,dwashington@icefps.org
School,19647330117937,12222,0602368,Los Angeles,Los Angeles Unified,ICEF Vista Elementary Academy,Active,9/8/2008,No Data,Y,1039,Directly funded,Traditional,Elementary Schools (Public),K,5,Primarily Classroom,N,N,Y,N,www.icefps.org,33.995110,-118.418188,2/9/2023,4471 Inglewood Blvd.,Los Angeles,CA,90066-6209,3855 West Slauson Ave.,Los Angeles,CA,90043,(323) 298-6400,No Data,(888) 317-2839,No Data,Brenna Persky,No Data,No Data,bpersky@icefps.org
School,19647330115287,11954,0601918,Los Angeles,Los Angeles Unified,ICEF Vista Middle Academy,Active,9/8/2008,No Data,Y,0953,Directly funded,Traditional,Intermediate/Middle Schools (Public),6,8,Primarily Classroom,N,N,Y,N,www.icefps.org,33.995110,-118.418188,2/9/2023,4471 Inglewood Blvd.,Los Angeles,CA,90066-6209,3855 West Slauson Ave.,Los Angeles,CA,90043,(323) 298-6405,No Data,(888) 317-2840,No Data,Brenna Persky,No Data,No Data,bpersky@icefps.org
School,19647336114722,07120,No Data,Los Angeles,Los Angeles Unified,Independence Elementary,Active,9/9/1997,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,No Data,33.959726,-118.209213,2/9/2023,8435 Victoria Ave.,South Gate,CA,90280-2353,8435 Victoria Ave.,South Gate,CA,90280-2353,(323) 249-9559,No Data,(323) 564-9165,No Data,Carlos Gonzalez,No Data,No Data,cgonzalez@lausd.net
School,19647330121137,12570,0602023,Los Angeles,Los Angeles Unified,Ingenium Charter,Active,9/13/2010,No Data,Y,1157,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://ingeniumcharter.org/ics,34.211776,-118.611056,2/9/2023,22250 Elkwood St.,Canoga Park,CA,91304-5501,22250 Elkwood St.,Canoga Park,CA,91304-5501,(818) 456-4590,No Data,(818) 854-7854,No Data,Jake Rogers,No Data,No Data,superintendent@ingeniumschools.org
School,19647330127985,13466,0601858,Los Angeles,Los Angeles Unified,Ingenium Charter Middle,Active,8/7/2013,No Data,Y,1536,Directly funded,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,N,N,Y,N,http://ingeniumcharterms.org/icms,34.202184,-118.568852,3/29/2023,7330 Winnetka Ave.,Winnetka,CA,91306-2905,7330 Winnetka Ave.,Winnetka,CA,91306-2905,(818) 309-2777,No Data,(818) 309-2779,No Data,Jake Rogers,(888) 660-6736,No Data,superintendent@ingeniumschools.org
School,19647330107011,10863,No Data,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy High School Complex,Active,9/9/2004,No Data,N,No Data,No Data,Traditional,K-12 Schools (Public),6,12,Not Virtual,N,N,Y,N,www.islc-lausd-ca.schoolloop.com/,33.941328,-118.178946,2/9/2023,5225 Tweedy Blvd.,South Gate,CA,90280-5332,5225 Tweedy Blvd.,South Gate,CA,90280-5332,(323) 357-7521,No Data,(323) 357-7580,No Data,Michael Santiago,No Data,No Data,mws8930@lausd.net
